book_id,year_group,pop_group,author_group
2499,Old,3,Author
2500,New,3,Author
2501,Old,4,TopAuthor
2502,New,3,TopAuthor
2503,New,4,Author
2504,Old,4,Author
2505,Old,4,Author
2506,Old,3,Author
2507,New,4,Author
2508,Old,3,Author
2509,New,3,Author
2510,New,3,Author
2511,New,3,Author
2512,Old,4,TopAuthor
2513,New,3,Author
2514,New,3,Author
2515,New,4,Author
2516,New,3,Author
2517,Old,4,Author
2518,New,4,TopAuthor
2519,Old,3,TopAuthor
2520,New,3,Author
2521,Old,3,Author
2522,New,4,TopAuthor
2523,Old,4,Author
2524,New,3,Author
2525,New,4,Author
2526,New,4,Author
2527,New,4,Author
2528,New,3,TopAuthor
2529,New,3,Author
2530,New,3,Author
2531,New,4,Author
2532,New,3,Author
2533,New,4,Author
2534,Old,3,Author
2535,New,4,Author
2536,Old,3,Author
2537,New,4,Author
2538,New,4,Author
2539,New,4,TopAuthor
2540,New,3,Author
2541,Old,4,Author
2542,New,4,Author
2543,New,4,Author
2544,Old,3,Author
2545,New,4,TopAuthor
2546,New,3,Author
2547,New,3,TopAuthor
2548,Old,4,Author
2549,Old,4,TopAuthor
2550,Old,4,TopAuthor
2551,New,3,Author
2552,Old,3,TopAuthor
2553,Old,3,Author
2554,New,4,TopAuthor
2555,Old,4,Author
2556,Old,4,Author
2557,Old,4,Author
2558,New,4,Author
2559,Old,3,Author
2560,Old,4,Author
2561,Old,3,Author
2562,New,3,Author
2563,New,4,Author
2564,New,3,TopAuthor
2565,New,4,Author
2566,Old,3,Author
2567,New,3,Author
2568,New,4,Author
2569,Old,3,Author
2570,New,3,Author
2571,Old,4,Author
2572,New,3,Author
2573,New,3,TopAuthor
2574,Old,4,TopAuthor
2575,New,4,Author
2576,New,4,Author
2577,New,3,Author
2578,Old,3,Author
2579,Old,4,Author
2580,New,3,TopAuthor
2581,New,3,Author
2582,Old,4,Author
2583,New,3,Author
2584,Old,4,Author
2585,New,4,Author
2586,Old,4,Author
2587,New,4,Author
2588,New,3,Author
2589,New,3,Author
2590,New,4,Author
2591,Old,3,Author
2592,Old,4,Author
2593,New,3,Author
2594,Old,3,Author
2595,Old,3,TopAuthor
2596,New,4,TopAuthor
2597,Old,4,Author
2598,New,4,Author
2599,New,4,Author
2600,Old,3,Author
2601,Old,3,Author
2602,New,4,Author
2603,Old,3,Author
2604,Old,3,Author
2605,New,4,TopAuthor
2606,New,4,Author
2607,New,3,TopAuthor
2608,Old,4,TopAuthor
2609,New,3,Author
2610,Old,3,Author
2611,New,4,TopAuthor
2612,Old,4,Author
2613,New,4,Author
2614,New,4,Author
2615,New,3,Author
2616,New,3,Author
2617,New,4,Author
2618,New,3,Author
2619,New,3,Author
2620,Old,4,Author
2621,Old,4,Author
2622,New,4,Author
2623,Old,4,TopAuthor
2624,Old,4,TopAuthor
2625,Old,4,Author
2626,New,4,Author
2627,New,4,Author
2628,New,3,Author
2629,New,4,Author
2630,New,3,Author
2631,New,4,TopAuthor
2632,Old,4,Author
2633,Old,3,TopAuthor
2634,New,3,Author
2635,New,3,Author
2636,New,4,Author
2637,Old,4,Author
2638,New,4,Author
2639,New,4,TopAuthor
2640,Old,4,Author
2641,New,4,TopAuthor
2642,New,4,Author
2643,Old,4,Author
2644,New,4,Author
2645,New,3,Author
2646,Old,4,TopAuthor
2647,New,4,Author
2648,Old,4,Author
2649,Old,4,Author
2650,Old,3,Author
2651,Old,4,Author
2652,New,3,Author
2653,New,3,Author
2654,Old,4,TopAuthor
2655,New,4,Author
2656,New,4,Author
2657,Old,3,TopAuthor
2658,Old,3,TopAuthor
2659,New,4,Author
2660,Old,4,Author
2661,New,3,Author
2662,New,4,Author
2663,New,3,Author
2664,New,3,Author
2665,New,4,TopAuthor
2666,Old,4,Author
2667,New,4,Author
2668,Old,4,Author
2669,Old,4,TopAuthor
2670,Old,4,Author
2671,Old,4,Author
2672,New,4,Author
2673,Old,4,Author
2674,New,4,Author
2675,New,3,Author
2676,New,4,Author
2677,New,4,TopAuthor
2678,New,4,Author
2679,New,3,Author
2680,Old,3,Author
2681,New,4,Author
2682,New,4,Author
2683,New,4,TopAuthor
2684,New,4,TopAuthor
2685,New,4,Author
2686,New,3,Author
2687,New,4,TopAuthor
2688,New,3,Author
2689,Old,4,Author
2690,New,4,Author
2691,New,3,Author
2692,New,4,Author
2693,Old,4,Author
2694,Old,4,Author
2695,Old,3,Author
2696,Old,4,Author
2697,New,3,Author
2698,Old,4,Author
2699,New,4,Author
2700,New,4,Author
2701,Old,3,Author
2702,New,4,Author
2703,Old,4,Author
2704,New,3,Author
2705,Old,3,Author
2706,Old,4,Author
2707,New,3,Author
2708,New,3,Author
2709,Old,3,Author
2710,New,3,Author
2711,New,3,Author
2712,New,4,Author
2713,New,4,Author
2714,New,4,Author
2715,New,3,Author
2716,Old,4,Author
2717,New,3,Author
2718,Old,4,TopAuthor
2719,New,4,Author
2720,Old,4,Author
2721,New,4,Author
2722,Old,4,Author
2723,New,3,TopAuthor
2724,Old,3,Author
2725,New,4,Author
2726,New,3,Author
2727,Old,3,Author
2728,New,4,Author
2729,Old,4,Author
2730,Old,4,Author
2731,Old,4,Author
2732,Old,3,Author
2733,New,4,Author
2734,New,3,Author
2735,New,3,TopAuthor
2736,New,3,Author
2737,New,3,TopAuthor
2738,New,3,Author
2739,New,3,Author
2740,Old,3,Author
2741,Old,4,Author
2742,New,3,Author
2743,New,4,Author
2744,New,3,Author
2745,Old,4,TopAuthor
2746,New,3,TopAuthor
2747,Old,3,Author
2748,New,4,Author
2749,New,3,Author
2750,Old,4,Author
2751,Old,4,TopAuthor
2752,New,3,Author
2753,New,4,Author
2754,Old,4,TopAuthor
2755,Old,4,TopAuthor
2756,New,3,Author
2757,Old,4,Author
2758,New,4,Author
2759,New,4,Author
2760,New,3,Author
2761,New,3,Author
2762,New,4,Author
2763,Old,3,Author
2764,New,4,Author
2765,Old,4,Author
2766,Old,3,Author
2767,New,4,Author
2768,New,3,TopAuthor
2769,New,3,Author
2770,New,4,TopAuthor
2771,New,3,Author
2772,New,4,Author
2773,New,4,Author
2774,New,3,TopAuthor
2775,New,4,Author
2776,New,4,TopAuthor
2777,New,3,Author
2778,New,3,Author
2779,New,4,Author
2780,New,4,Author
2781,Old,4,TopAuthor
2782,Old,4,Author
2783,Old,4,TopAuthor
2784,New,3,Author
2785,New,3,Author
2786,Old,3,Author
2787,Old,3,Author
2788,New,4,Author
2789,Old,4,Author
2790,New,3,Author
2791,New,4,TopAuthor
2792,New,4,TopAuthor
2793,New,3,Author
2794,Old,4,TopAuthor
2795,New,4,Author
2796,New,4,Author
2797,New,3,Author
2798,Old,4,Author
2799,New,4,Author
2800,New,3,TopAuthor
2801,New,3,Author
2802,New,4,TopAuthor
2803,New,4,Author
2804,New,4,Author
2805,New,3,Author
2806,Old,3,Author
2807,New,4,Author
2808,Old,4,TopAuthor
2809,Old,3,Author
2810,Old,4,Author
2811,Old,4,TopAuthor
2812,New,3,Author
2813,New,3,Author
2814,New,4,Author
2815,New,3,TopAuthor
2816,New,4,Author
2817,Old,3,Author
2818,New,4,Author
2819,New,3,Author
2820,Old,3,Author
2821,Old,4,Author
2822,New,3,Author
2823,Old,4,TopAuthor
2824,New,3,Author
2825,New,4,Author
2826,New,4,Author
2827,Old,4,TopAuthor
2828,New,4,Author
2829,New,3,Author
2830,New,4,Author
2831,New,4,Author
2832,New,4,Author
2833,New,3,Author
2834,Old,4,Author
2835,New,4,Author
2836,Old,4,Author
2837,New,3,Author
2838,New,3,Author
2839,New,3,Author
2840,New,4,Author
2841,New,3,Author
2842,New,4,TopAuthor
2843,New,4,Author
2844,New,4,Author
2845,New,4,Author
2846,Old,3,Author
2847,New,3,Author
2848,New,3,Author
2849,New,3,TopAuthor
2850,New,4,Author
2851,New,4,Author
2852,Old,4,Author
2853,New,3,Author
2854,Old,4,Author
2855,New,3,Author
2856,New,4,Author
2857,Old,4,Author
2858,New,4,TopAuthor
2859,Old,4,Author
2860,Old,4,TopAuthor
2861,New,4,Author
2862,Old,3,TopAuthor
2863,New,4,TopAuthor
2864,New,4,Author
2865,Old,4,Author
2866,New,3,Author
2867,New,4,Author
2868,New,3,TopAuthor
2869,Old,4,Author
2870,Old,3,Author
2871,New,4,Author
2872,New,4,Author
2873,Old,3,Author
2874,Old,4,TopAuthor
2875,Old,4,Author
2876,New,3,Author
2877,Old,4,Author
2878,New,3,TopAuthor
2879,Old,4,Author
2880,New,4,Author
2881,New,4,TopAuthor
2882,New,4,TopAuthor
2883,Old,3,TopAuthor
2884,New,4,Author
2885,New,3,Author
2886,New,4,Author
2887,New,4,Author
2888,New,3,Author
2889,New,4,TopAuthor
2890,Old,4,Author
2891,New,4,Author
2892,Old,4,Author
2893,New,4,TopAuthor
2894,Old,4,Author
2895,New,3,Author
2896,New,4,Author
2897,New,3,Author
2898,Old,4,Author
2899,New,3,Author
2900,New,3,TopAuthor
2901,New,3,Author
2902,Old,3,Author
2903,Old,4,Author
2904,New,3,Author
2905,New,3,Author
2906,New,4,Author
2907,Old,4,Author
2908,New,3,Author
2909,New,4,Author
2910,Old,4,Author
2911,New,3,TopAuthor
2912,Old,3,Author
2913,New,4,Author
2914,New,3,Author
2915,New,3,Author
2916,New,3,Author
2917,New,4,Author
2918,New,3,Author
2919,New,4,Author
2920,Old,4,Author
2921,Old,4,Author
2922,New,4,Author
2923,Old,3,Author
2924,New,3,Author
2925,New,3,Author
2926,Old,4,Author
2927,Old,3,Author
2928,New,3,Author
2929,New,4,Author
2930,New,4,Author
2931,Old,3,Author
2932,New,3,Author
2933,New,3,Author
2934,Old,4,Author
2935,New,4,Author
2936,Old,3,TopAuthor
2937,Old,4,Author
2938,New,3,Author
2939,Old,4,Author
2940,Old,4,Author
2941,New,4,Author
2942,Old,4,Author
2943,New,3,Author
2944,New,4,TopAuthor
2945,New,3,Author
2946,Old,4,Author
2947,Old,4,Author
2948,New,3,Author
2949,New,4,Author
2950,Old,4,Author
2951,New,4,Author
2952,Old,3,Author
2953,New,3,Author
2954,Old,4,Author
2955,New,4,TopAuthor
2956,New,4,Author
2957,Old,4,TopAuthor
2958,Old,4,Author
2959,New,4,TopAuthor
2960,Old,4,Author
2961,Old,3,Author
2962,New,3,Author
2963,Old,4,Author
2964,New,4,Author
2965,Old,3,Author
2966,New,4,Author
2967,New,3,Author
2968,New,3,Author
2969,New,3,Author
2970,New,4,Author
2971,New,4,Author
2972,New,4,Author
2973,Old,3,Author
2974,New,4,TopAuthor
2975,New,4,Author
2976,Old,4,Author
2977,Old,4,Author
2978,New,4,TopAuthor
2979,New,3,TopAuthor
2980,New,4,Author
2981,New,3,TopAuthor
2982,Old,4,Author
2983,New,3,Author
2984,New,3,Author
2985,Old,3,Author
2986,New,3,Author
2987,New,4,Author
2988,Old,3,Author
2989,Old,4,Author
2990,Old,3,Author
2991,New,3,TopAuthor
2992,Old,4,Author
2993,Old,4,Author
2994,New,3,Author
2995,New,3,Author
2996,New,4,Author
2997,New,4,TopAuthor
2998,New,4,Author
2999,New,3,Author
3000,Old,4,TopAuthor
3001,New,3,Author
3002,Old,3,Author
3003,Old,4,Author
3004,New,4,Author
3005,New,4,TopAuthor
3006,Old,4,Author
3007,New,3,Author
3008,New,3,Author
3009,Old,4,Author
3010,New,3,Author
3011,New,3,Author
3012,New,4,Author
3013,New,4,Author
3014,New,4,Author
3015,New,4,Author
3016,Old,3,Author
3017,New,4,Author
3018,Old,4,TopAuthor
3019,Old,4,Author
3020,Old,4,Author
3021,New,3,Author
3022,Old,3,Author
3023,Old,3,Author
3024,Old,4,Author
3025,New,3,TopAuthor
3026,New,3,Author
3027,Old,3,Author
3028,Old,4,Author
3029,Old,3,TopAuthor
3030,New,4,TopAuthor
3031,New,3,Author
3032,New,3,Author
3033,Old,4,Author
3034,New,3,Author
3035,New,4,Author
3036,New,3,Author
3037,Old,4,Author
3038,New,3,Author
3039,New,3,Author
3040,New,4,TopAuthor
3041,Old,3,Author
3042,New,4,Author
3043,New,4,Author
3044,New,4,Author
3045,New,3,Author
3046,Old,3,Author
3047,Old,4,TopAuthor
3048,Old,3,Author
3049,Old,3,Author
3050,New,4,TopAuthor
3051,Old,4,Author
3052,New,3,Author
3053,New,3,TopAuthor
3054,New,4,Author
3055,Old,4,Author
3056,Old,4,Author
3057,New,4,Author
3058,New,4,TopAuthor
3059,New,4,Author
3060,New,3,Author
3061,Old,4,TopAuthor
3062,New,3,Author
3063,Old,4,Author
3064,New,3,Author
3065,Old,3,Author
3066,New,3,TopAuthor
3067,New,3,Author
3068,Old,3,TopAuthor
3069,New,4,Author
3070,New,3,Author
3071,New,3,Author
3072,Old,4,TopAuthor
3073,New,4,Author
3074,New,4,Author
3075,New,3,Author
3076,Old,3,Author
3077,Old,3,Author
3078,Old,4,Author
3079,Old,3,Author
3080,Old,3,Author
3081,New,4,Author
3082,Old,4,Author
3083,New,3,Author
3084,New,3,Author
3085,Old,4,Author
3086,Old,4,Author
3087,New,3,Author
3088,Old,3,Author
3089,New,4,Author
3090,Old,3,Author
3091,Old,4,Author
3092,New,3,Author
3093,Old,4,Author
3094,Old,4,Author
3095,New,4,TopAuthor
3096,Old,4,TopAuthor
3097,New,4,TopAuthor
3098,New,3,Author
3099,New,4,Author
3100,Old,3,Author
3101,Old,4,Author
3102,New,3,Author
3103,New,3,Author
3104,Old,4,Author
3105,New,4,Author
3106,Old,3,Author
3107,New,4,Author
3108,Old,3,TopAuthor
3109,Old,4,Author
3110,Old,4,Author
3111,New,3,Author
3112,New,3,Author
3113,New,3,TopAuthor
3114,New,4,Author
3115,New,4,Author
3116,New,4,Author
3117,New,4,Author
3118,New,3,Author
3119,New,4,Author
3120,Old,4,Author
3121,New,4,Author
3122,Old,4,Author
3123,New,3,Author
3124,Old,4,Author
3125,Old,4,TopAuthor
3126,Old,4,Author
3127,Old,4,Author
3128,Old,3,TopAuthor
3129,New,4,Author
3130,New,3,Author
3131,Old,3,Author
3132,New,3,Author
3133,Old,3,TopAuthor
3134,New,3,Author
3135,New,4,Author
3136,Old,3,Author
3137,Old,4,TopAuthor
3138,Old,4,Author
3139,Old,4,Author
3140,Old,4,Author
3141,Old,3,Author
3142,New,4,Author
3143,Old,4,Author
3144,New,3,TopAuthor
3145,New,4,Author
3146,New,3,Author
3147,New,4,TopAuthor
3148,New,4,Author
3149,New,3,Author
3150,New,4,TopAuthor
3151,Old,4,Author
3152,New,4,Author
3153,Old,4,Author
3154,New,4,Author
3155,New,3,TopAuthor
3156,New,3,Author
3157,New,4,Author
3158,New,4,Author
3159,Old,4,Author
3160,New,3,Author
3161,New,3,TopAuthor
3162,New,3,Author
3163,New,4,Author
3164,New,4,Author
3165,New,3,Author
3166,New,4,TopAuthor
3167,New,4,Author
3168,New,4,Author
3169,Old,3,Author
3170,New,3,Author
3171,New,3,Author
3172,Old,4,Author
3173,New,3,Author
3174,New,4,Author
3175,New,3,TopAuthor
3176,New,4,Author
3177,Old,4,TopAuthor
3178,New,3,Author
3179,New,4,Author
3180,New,3,Author
3181,Old,3,Author
3182,Old,3,TopAuthor
3183,New,4,Author
3184,New,3,Author
3185,New,4,TopAuthor
3186,New,4,Author
3187,New,3,Author
3188,New,4,Author
3189,New,4,Author
3190,New,4,Author
3191,New,4,Author
3192,New,4,Author
3193,New,3,TopAuthor
3194,New,3,Author
3195,New,3,Author
3196,Old,3,Author
3197,New,3,Author
3198,Old,4,TopAuthor
3199,New,4,Author
3200,Old,4,TopAuthor
3201,New,4,Author
3202,Old,4,TopAuthor
3203,Old,3,Author
3204,New,3,Author
3205,Old,3,Author
3206,Old,4,Author
3207,New,3,Author
3208,Old,4,Author
3209,New,3,Author
3210,Old,3,Author
3211,New,3,Author
3212,Old,3,Author
3213,New,3,TopAuthor
3214,New,4,Author
3215,New,4,TopAuthor
3216,New,3,Author
3217,New,3,Author
3218,New,3,Author
3219,New,3,Author
3220,New,4,TopAuthor
3221,New,3,Author
3222,New,4,Author
3223,New,3,TopAuthor
3224,New,4,Author
3225,Old,4,Author
3226,New,4,Author
3227,New,3,Author
3228,New,4,Author
3229,Old,3,TopAuthor
3230,New,4,Author
3231,New,4,Author
3232,Old,4,Author
3233,New,4,Author
3234,Old,4,Author
3235,New,4,Author
3236,New,3,Author
3237,Old,4,Author
3238,New,3,Author
3239,New,4,Author
3240,Old,4,Author
3241,New,4,Author
3242,Old,4,Author
3243,Old,4,Author
3244,New,4,TopAuthor
3245,New,3,Author
3246,Old,4,Author
3247,Old,4,Author
3248,New,4,Author
3249,New,4,TopAuthor
3250,New,3,Author
3251,Old,3,Author
3252,Old,4,Author
3253,New,3,Author
3254,New,3,Author
3255,Old,3,Author
3256,Old,3,Author
3257,New,3,Author
3258,New,4,TopAuthor
3259,New,3,Author
3260,New,3,Author
3261,New,3,Author
3262,Old,3,Author
3263,New,4,Author
3264,Old,4,Author
3265,Old,4,Author
3266,New,4,Author
3267,New,3,Author
3268,New,3,Author
3269,New,3,Author
3270,New,4,Author
3271,New,3,Author
3272,New,3,Author
3273,New,3,TopAuthor
3274,Old,3,TopAuthor
3275,New,4,Author
3276,New,4,Author
3277,New,4,TopAuthor
3278,Old,4,TopAuthor
3279,Old,4,Author
3280,New,4,TopAuthor
3281,New,3,Author
3282,New,4,Author
3283,New,3,Author
3284,Old,3,Author
3285,New,3,Author
3286,Old,3,Author
3287,New,3,Author
3288,New,4,Author
3289,New,3,Author
3290,New,3,Author
3291,Old,4,Author
3292,Old,4,Author
3293,Old,4,Author
3294,New,4,Author
3295,New,4,Author
3296,New,3,Author
3297,New,3,Author
3298,New,4,TopAuthor
3299,New,3,Author
3300,New,3,TopAuthor
3301,Old,4,Author
3302,Old,4,Author
3303,Old,4,Author
3304,Old,3,Author
3305,New,3,Author
3306,Old,4,Author
3307,New,4,Author
3308,New,4,Author
3309,New,4,TopAuthor
3310,Old,3,Author
3311,Old,3,Author
3312,New,3,Author
3313,New,3,Author
3314,New,3,Author
3315,New,3,Author
3316,New,4,Author
3317,Old,4,Author
3318,New,3,Author
3319,New,4,Author
3320,Old,3,Author
3321,Old,4,Author
3322,New,3,Author
3323,Old,4,Author
3324,New,3,Author
3325,Old,4,Author
3326,New,4,Author
3327,New,3,Author
3328,New,3,Author
3329,New,3,Author
3330,New,4,Author
3331,Old,4,Author
3332,New,3,Author
3333,New,3,TopAuthor
3334,New,3,Author
3335,New,3,Author
3336,New,4,Author
3337,New,4,Author
3338,New,4,Author
3339,New,3,Author
3340,New,3,TopAuthor
3341,New,4,TopAuthor
3342,Old,4,Author
3343,New,3,Author
3344,Old,4,Author
3345,New,4,Author
3346,Old,4,Author
3347,New,3,Author
3348,Old,4,Author
3349,Old,4,Author
3350,New,4,Author
3351,Old,4,Author
3352,Old,3,Author
3353,Old,4,Author
3354,New,3,Author
3355,New,4,TopAuthor
3356,New,3,Author
3357,New,4,TopAuthor
3358,Old,4,Author
3359,Old,4,TopAuthor
3360,Old,3,Author
3361,Old,3,Author
3362,Old,3,TopAuthor
3363,Old,4,TopAuthor
3364,Old,3,Author
3365,New,4,Author
3366,New,4,TopAuthor
3367,Old,4,TopAuthor
3368,New,3,Author
3369,New,4,Author
3370,Old,4,Author
3371,New,4,Author
3372,New,4,Author
3373,New,3,Author
3374,New,3,TopAuthor
3375,Old,3,Author
3376,Old,4,Author
3377,Old,3,Author
3378,New,4,Author
3379,Old,3,Author
3380,New,3,Author
3381,Old,4,Author
3382,New,4,TopAuthor
3383,New,3,Author
3384,New,4,Author
3385,New,4,Author
3386,New,4,Author
3387,Old,3,Author
3388,Old,3,Author
3389,New,3,Author
3390,Old,3,Author
3391,New,3,TopAuthor
3392,Old,4,Author
3393,Old,4,TopAuthor
3394,New,3,TopAuthor
3395,Old,4,Author
3396,Old,4,Author
3397,Old,3,Author
3398,Old,4,Author
3399,Old,4,Author
3400,Old,3,Author
3401,New,3,Author
3402,Old,4,Author
3403,Old,4,Author
3404,Old,3,Author
3405,New,4,Author
3406,New,3,Author
3407,New,3,Author
3408,New,4,Author
3409,New,3,Author
3410,Old,4,Author
3411,New,3,Author
3412,Old,3,Author
3413,Old,4,Author
3414,Old,4,TopAuthor
3415,Old,3,Author
3416,New,3,Author
3417,Old,3,Author
3418,New,4,Author
3419,Old,4,Author
3420,New,4,Author
3421,New,4,Author
3422,New,3,Author
3423,New,4,Author
3424,New,4,Author
3425,Old,3,Author
3426,New,3,Author
3427,New,3,Author
3428,New,4,Author
3429,New,3,Author
3430,New,3,Author
3431,New,4,Author
3432,New,3,Author
3433,New,3,Author
3434,New,4,Author
3435,New,4,Author
3436,New,4,Author
3437,New,4,Author
3438,New,3,Author
3439,New,3,Author
3440,New,3,Author
3441,New,4,Author
3442,New,3,Author
3443,New,3,TopAuthor
3444,Old,3,Author
3445,New,3,TopAuthor
3446,New,3,Author
3447,New,4,Author
3448,New,4,Author
3449,Old,4,Author
3450,New,3,Author
3451,Old,4,Author
3452,New,3,TopAuthor
3453,New,4,Author
3454,New,4,TopAuthor
3455,New,3,TopAuthor
3456,New,3,Author
3457,Old,4,Author
3458,New,3,Author
3459,Old,4,Author
3460,Old,3,Author
3461,New,4,TopAuthor
3462,New,4,TopAuthor
3463,New,4,Author
3464,Old,3,Author
3465,Old,4,Author
3466,New,3,Author
3467,New,4,TopAuthor
3468,Old,3,Author
3469,Old,4,Author
3470,New,4,Author
3471,New,4,Author
3472,Old,4,Author
3473,Old,4,Author
3474,New,4,Author
3475,New,3,Author
3476,Old,3,Author
3477,Old,3,TopAuthor
3478,New,4,Author
3479,Old,4,Author
3480,Old,4,Author
3481,New,3,Author
3482,Old,3,Author
3483,New,4,Author
3484,Old,4,Author
3485,New,4,Author
3486,New,3,Author
3487,New,3,Author
3488,Old,4,Author
3489,Old,4,Author
3490,New,4,TopAuthor
3491,New,4,Author
3492,Old,4,TopAuthor
3493,Old,4,Author
3494,New,4,TopAuthor
3495,New,3,Author
3496,New,4,Author
3497,Old,4,TopAuthor
3498,New,4,Author
3499,Old,3,Author
3500,Old,4,TopAuthor
3501,New,3,Author
3502,New,3,Author
3503,New,3,Author
3504,New,3,Author
3505,Old,4,Author
3506,Old,4,Author
3507,New,4,TopAuthor
3508,Old,4,Author
3509,Old,4,Author
3510,New,3,TopAuthor
3511,Old,3,Author
3512,New,3,Author
3513,Old,3,TopAuthor
3514,New,4,Author
3515,New,3,TopAuthor
3516,New,3,Author
3517,New,4,Author
3518,Old,3,Author
3519,Old,4,Author
3520,Old,4,Author
3521,Old,4,Author
3522,New,4,Author
3523,Old,4,Author
3524,New,4,Author
3525,New,3,Author
3526,New,4,TopAuthor
3527,New,4,Author
3528,New,4,Author
3529,Old,4,TopAuthor
3530,Old,4,TopAuthor
3531,Old,4,Author
3532,New,3,Author
3533,Old,3,TopAuthor
3534,New,4,Author
3535,Old,4,Author
3536,New,4,TopAuthor
3537,New,4,TopAuthor
3538,New,3,Author
3539,Old,4,Author
3540,Old,3,Author
3541,Old,4,Author
3542,New,4,Author
3543,Old,3,Author
3544,New,4,Author
3545,New,3,Author
3546,Old,4,Author
3547,New,4,TopAuthor
3548,Old,4,Author
3549,New,4,Author
3550,New,2,Author
3551,Old,3,Author
3552,Old,3,Author
3553,New,4,Author
3554,New,4,Author
3555,New,3,Author
3556,New,3,Author
3557,Old,4,Author
3558,New,4,Author
3559,New,3,Author
3560,New,3,Author
3561,New,3,Author
3562,Old,4,Author
3563,New,4,Author
3564,Old,3,Author
3565,Old,4,Author
3566,New,3,Author
3567,New,3,Author
3568,New,3,Author
3569,Old,3,TopAuthor
3570,New,3,Author
3571,New,4,Author
3572,New,3,Author
3573,Old,4,Author
3574,New,3,Author
3575,Old,4,Author
3576,New,4,Author
3577,New,4,Author
3578,Old,4,Author
3579,New,3,Author
3580,Old,3,Author
3581,Old,4,Author
3582,Old,4,Author
3583,New,3,TopAuthor
3584,Old,4,Author
3585,Old,3,Author
3586,New,4,Author
3587,New,3,Author
3588,New,3,Author
3589,New,4,TopAuthor
3590,Old,3,Author
3591,New,4,Author
3592,New,4,Author
3593,New,3,Author
3594,Old,4,Author
3595,Old,3,Author
3596,New,4,Author
3597,New,3,Author
3598,New,3,Author
3599,New,3,Author
3600,Old,3,TopAuthor
3601,New,4,Author
3602,New,4,Author
3603,New,4,Author
3604,Old,4,Author
3605,New,3,TopAuthor
3606,New,4,Author
3607,New,4,TopAuthor
3608,New,3,TopAuthor
3609,New,4,Author
3610,New,3,Author
3611,New,3,TopAuthor
3612,Old,3,TopAuthor
3613,Old,4,Author
3614,Old,3,Author
3615,New,4,Author
3616,New,3,TopAuthor
3617,New,3,Author
3618,New,3,Author
3619,New,4,Author
3620,Old,3,TopAuthor
3621,New,4,Author
3622,New,4,Author
3623,New,3,Author
3624,New,4,Author
3625,New,3,Author
3626,New,3,Author
3627,New,4,Author
3628,New,4,Author
3629,Old,4,Author
3630,New,3,Author
3631,New,4,Author
3632,Old,4,Author
3633,New,4,Author
3634,New,3,Author
3635,Old,4,Author
3636,New,4,Author
3637,Old,3,Author
3638,Old,3,Author
3639,Old,4,Author
3640,Old,3,TopAuthor
3641,Old,3,Author
3642,Old,3,Author
3643,Old,3,Author
3644,Old,4,Author
3645,New,4,Author
3646,New,3,Author
3647,New,4,Author
3648,Old,4,TopAuthor
3649,New,4,Author
3650,Old,4,Author
3651,New,4,Author
3652,New,3,Author
3653,New,4,Author
3654,New,3,TopAuthor
3655,New,4,Author
3656,New,3,Author
3657,Old,3,Author
3658,Old,4,Author
3659,New,3,Author
3660,Old,4,Author
3661,Old,4,Author
3662,Old,4,Author
3663,New,4,TopAuthor
3664,New,4,Author
3665,New,4,Author
3666,New,4,TopAuthor
3667,New,3,Author
3668,New,3,Author
3669,Old,4,Author
3670,New,4,Author
3671,Old,4,Author
3672,New,4,Author
3673,New,4,Author
3674,New,4,Author
3675,New,4,Author
3676,Old,3,Author
3677,New,4,Author
3678,New,4,Author
3679,New,4,Author
3680,New,3,TopAuthor
3681,New,3,Author
3682,New,3,Author
3683,New,3,Author
3684,Old,4,Author
3685,New,3,Author
3686,New,3,Author
3687,New,4,Author
3688,New,4,TopAuthor
3689,Old,4,Author
3690,New,3,TopAuthor
3691,New,4,Author
3692,Old,4,Author
3693,New,4,TopAuthor
3694,New,4,Author
3695,New,4,Author
3696,New,4,Author
3697,New,4,Author
3698,Old,4,Author
3699,Old,4,Author
3700,Old,3,Author
3701,New,3,Author
3702,New,3,Author
3703,New,3,Author
3704,New,4,Author
3705,New,4,TopAuthor
3706,New,4,Author
3707,Old,4,Author
3708,Old,3,Author
3709,New,3,Author
3710,Old,4,Author
3711,New,3,Author
3712,New,4,Author
3713,New,3,Author
3714,New,3,Author
3715,Old,3,Author
3716,New,4,Author
3717,Old,3,Author
3718,New,4,Author
3719,Old,4,Author
3720,Old,4,Author
3721,New,3,Author
3722,New,4,Author
3723,New,3,Author
3724,New,3,Author
3725,New,4,Author
3726,New,3,Author
3727,New,4,Author
3728,New,3,Author
3729,New,3,Author
3730,New,3,Author
3731,New,4,TopAuthor
3732,New,4,Author
3733,New,4,Author
3734,Old,3,Author
3735,Old,4,Author
3736,New,4,Author
3737,Old,4,Author
3738,New,4,Author
3739,Old,4,Author
3740,New,4,Author
3741,New,4,TopAuthor
3742,Old,4,Author
3743,Old,4,Author
3744,Old,3,Author
3745,New,3,Author
3746,New,4,Author
3747,New,3,Author
3748,New,4,Author
3749,New,4,Author
3750,Old,4,TopAuthor
3751,New,3,Author
3752,Old,4,TopAuthor
3753,New,4,Author
3754,Old,4,TopAuthor
3755,Old,3,Author
3756,New,3,TopAuthor
3757,New,3,Author
3758,Old,4,Author
3759,New,4,TopAuthor
3760,Old,3,TopAuthor
3761,New,4,Author
3762,Old,4,Author
