movie_id,final_genre,year_group
1517,Drama,New
1518,Drama,Old
1519,Crime,Old
1520,Horror,Old
1521,Comedy,Old
1522,Thriller,Old
1523,Action,Old
1524,Drama,Old
1525,Comedy,New
1526,Drama,Old
1527,Comedy,New
1528,Drama,New
1529,War,Old
1530,Drama,Old
1531,Adventure,Old
1532,Drama,Old
1533,Drama,Old
1534,Comedy,New
1535,Drama,Old
1536,Drama,Old
1537,Comedy,New
1538,Drama,New
1539,Drama,Old
1540,Adventure,Old
1541,Drama,Old
1542,Drama,Old
1543,Drama,New
1544,Comedy,Old
1545,Drama,Old
1546,Drama,Old
1547,Documentary,Old
1548,Action,Old
1549,Thriller,Old
1550,Comedy,Old
1551,Drama,Old
1552,Action,Old
1553,Mystery,Old
1554,Drama,Old
1555,Adventure,Old
1556,Action,Old
1557,Comedy,Old
1558,Drama,Old
1559,Action,Old
1560,Crime,Old
1561,Documentary,Old
1562,Documentary,Old
1563,Romance,Old
1564,Drama,Old
1565,Drama,Old
1566,Drama,Old
1567,Comedy,Old
1568,Comedy,Old
1569,Comedy,Old
1570,Comedy,Old
1571,Drama,Old
1572,Drama,Old
1573,Horror,Old
1574,War,Old
1575,Drama,Old
1576,Fantasy,Old
1577,Drama,Old
1578,Drama,Old
1579,Thriller,Old
1580,Romance,Old
1581,Mystery,Old
1582,Film-Noir,Old
1583,Drama,Old
1584,Drama,Old
1585,Documentary,Old
1586,Action,Old
1587,Western,Old
1588,Comedy,New
1589,Comedy,New
1590,Drama,Old
1591,Drama,Old
1592,Drama,New
1593,Comedy,Old
1594,Documentary,New
1595,Action,Old
1596,Action,Old
1597,Action,Old
1598,Crime,New
1599,Drama,Old
1600,Comedy,Old
1601,Thriller,New
1602,Drama,New
1603,Drama,Old
1604,Crime,Old
1605,Comedy,New
1606,Crime,New
1607,Drama,New
1608,Adventure,New
1609,Comedy,New
1610,Action,New
1611,Comedy,New
1612,Romance,New
1613,Action,Old
1614,Comedy,Old
1615,Action,New
1616,Drama,Old
1617,Romance,New
1618,Action,Old
1619,Drama,New
1620,Comedy,New
1621,Thriller,Old
1622,Comedy,Old
1623,Drama,Old
1624,Thriller,New
1625,Horror,New
1626,Comedy,Old
1627,Comedy,Old
1628,Drama,Old
1629,Documentary,Old
1630,Drama,Old
1631,Comedy,Old
1632,War,Old
1633,Comedy,Old
1634,Drama,Old
1635,Drama,Old
1636,Drama,Old
1637,Drama,New
1638,Crime,New
1639,Drama,New
1640,Drama,New
1641,Documentary,Old
1642,Drama,New
1643,Drama,Old
1644,Comedy,New
1645,Drama,New
1646,Action,New
1647,Comedy,New
1648,Drama,New
1649,Comedy,New
1650,Drama,New
1651,Drama,New
1652,Romance,New
1653,Drama,New
1654,Comedy,New
1655,Comedy,Old
1656,Comedy,New
1657,Action,Old
1658,Drama,New
1659,Comedy,New
1660,Drama,Old
1661,Drama,Old
1662,Drama,Old
1663,Drama,Old
1664,Comedy,New
1665,Drama,New
1666,Drama,New
1667,Drama,Old
1668,Comedy,New
1669,Crime,New
1670,Comedy,New
1671,Drama,New
1672,Drama,Old
1673,Action,Old
1674,Drama,Old
1675,Drama,New
1676,Drama,New
1677,Drama,Old
1678,Drama,New
1679,Romance,New
1680,Drama,New
1681,Comedy,Old
1682,Drama,Old
