
===== GREEDY START =====

Step 1:
1: ΔU=7.000, ΔPen=-1, ΔMM=0.000, Score=117.000
1285: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1286: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1287: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1288: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1289: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1290: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1291: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1292: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1293: ΔU=1.000, ΔPen=-1, ΔMM=0.000, Score=111.000
1294: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1295: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1296: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1297: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1298: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1299: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1300: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1301: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1302: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1303: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1304: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1305: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1306: ΔU=1.000, ΔPen=-1, ΔMM=0.000, Score=111.000
1307: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1308: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1309: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1310: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1311: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1312: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1313: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1314: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1315: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1316: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1317: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1318: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1319: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1320: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1321: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1322: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1323: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1324: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1325: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1326: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1327: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1328: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1329: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1330: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1331: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1332: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1333: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1334: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1335: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1336: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1337: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1338: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1339: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1340: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1341: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1342: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1343: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1344: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1345: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1346: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1347: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1348: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1349: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1350: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1351: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1352: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1353: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1354: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1355: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1356: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1357: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1358: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1359: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1360: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1361: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1362: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1363: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1364: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1365: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1366: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1367: ΔU=1.000, ΔPen=-1, ΔMM=0.000, Score=111.000
1368: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1369: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1370: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1371: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1372: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1373: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1374: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1375: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1376: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1377: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1378: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1379: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1380: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1381: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1382: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1383: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1384: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1385: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1386: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1387: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1388: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1389: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1390: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1391: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1392: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1393: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1394: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1395: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1396: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1397: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1398: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1399: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1400: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1401: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1402: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1403: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1404: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1405: ΔU=1.000, ΔPen=-1, ΔMM=0.000, Score=111.000
1406: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1407: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1408: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1409: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1410: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1411: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1412: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1413: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1414: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1415: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1416: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1417: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1418: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1419: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1420: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1421: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1422: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1423: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1424: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1425: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1426: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1427: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1428: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1429: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1430: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1431: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1432: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1433: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1434: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1435: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1436: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1437: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1438: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1439: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1440: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1441: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1442: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1443: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1444: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1445: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1446: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1447: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1448: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1449: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1450: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1451: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1452: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1453: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1454: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1455: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1456: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1457: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1458: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1459: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1460: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1461: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1462: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1463: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1464: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1465: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1466: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1467: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1468: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1469: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1470: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1471: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1472: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1473: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1474: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1475: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1476: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1477: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1478: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1479: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1480: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1481: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1482: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1483: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1484: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1485: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1486: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1487: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1488: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1489: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1490: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1491: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1492: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1493: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1494: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1495: ΔU=1.000, ΔPen=-1, ΔMM=0.000, Score=111.000
1496: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1497: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1498: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1499: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1500: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1501: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1502: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1503: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1504: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1505: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1506: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1507: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1508: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1509: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1510: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1511: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1512: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1513: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1514: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1515: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1516: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1517: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1518: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1519: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1520: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1521: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1522: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1523: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1524: ΔU=1.000, ΔPen=-1, ΔMM=0.000, Score=111.000
1525: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1526: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1527: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1528: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1529: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1530: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1531: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1532: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1533: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1534: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1535: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1536: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1537: ΔU=1.000, ΔPen=-2, ΔMM=0.000, Score=221.000
1538: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1539: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1540: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1541: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1542: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1543: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1544: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1545: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1546: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1547: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1548: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1549: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1550: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1551: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1552: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1553: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1554: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1555: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1556: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1557: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1558: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1559: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1560: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1561: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1562: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1563: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1564: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1565: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1566: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1567: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1568: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1569: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1570: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1571: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1572: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1573: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1574: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1575: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1576: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1577: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1578: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1579: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1580: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1581: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1582: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1583: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1584: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1585: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1586: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1587: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1588: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1589: ΔU=1.000, ΔPen=-2, ΔMM=0.000, Score=221.000
1590: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1591: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1592: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1593: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1594: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1595: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1596: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1597: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1598: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1599: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1600: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1601: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1602: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1603: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1604: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1605: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1606: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1607: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1608: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1609: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1610: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1611: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1612: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1613: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1614: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1615: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1616: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1617: ΔU=1.000, ΔPen=-1, ΔMM=0.000, Score=111.000
1618: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1619: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1620: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1621: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1622: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1623: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1624: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1625: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1626: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1627: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1628: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1629: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1630: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1631: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1632: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1633: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1634: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1635: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1636: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1637: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1638: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1639: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1640: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1641: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1642: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1643: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1644: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1645: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1646: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1647: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1648: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
1649: ΔU=0.000, ΔPen=-2, ΔMM=0.000, Score=220.000
1650: ΔU=0.000, ΔPen=-1, ΔMM=0.000, Score=110.000
